epoch,loss_total,loss_val,lr
85,0.07499248344524234,0.07644216990245321,0.001
86,0.07456527117128466,0.07634352031192419,0.001
87,0.073384107912288,0.07484371879279987,0.001
88,0.07325631423908122,0.07977025480122168,0.001
89,0.07389547390972867,0.07324805360625798,0.001
90,0.07258887070358969,0.07389130488590616,0.001
91,0.07175934241682876,0.07315190925956677,0.001
92,0.07100920817431282,0.07284221348411091,0.001
93,0.07053159221130259,0.07199170465495354,0.001
94,0.07092902151977315,0.07147277689477449,0.001
95,0.0690957487506025,0.07068010725338479,0.001
96,0.06856993929136034,0.06915048396239347,0.001
97,0.0676017907612464,0.07097046973878948,0.001
98,0.06704069170005181,0.06854523764674776,0.001
99,0.06672971432699877,0.06881151489157221,0.001
100,0.06599706922676049,0.06941334260668673,0.001
101,0.06600719339707319,0.06645562179957193,0.001
102,0.06500857703241647,0.06621747882356226,0.001
103,0.06439450916414168,0.06714412930418476,0.001
104,0.0643780744981532,0.06717163175576549,0.001
105,0.06398611983247832,0.06753410051774958,0.001
106,0.06381155075687989,0.06519738253052075,0.001
107,0.06262000021981258,0.06361518767520227,0.001
108,0.062386996094502656,0.06288806458488075,0.001
109,0.06156113955612276,0.06380821252061188,0.001
110,0.06144219140211741,0.06247866776536891,0.001
111,0.061143266146673876,0.06276574952536337,0.001
112,0.061091703454069064,0.06183449372525251,0.001
113,0.060376860128313885,0.06108586563334241,0.001
114,0.06004147618716838,0.06127024608982618,0.001
115,0.05928181864175142,0.06147633304663735,0.001
116,0.05938578959481389,0.061136064469828125,0.001
117,0.058736778722674236,0.0608418037227376,0.001
118,0.05806486695712688,0.05837223779437406,0.001
119,0.057198801753567716,0.058645282605713,0.001
120,0.057185870248313043,0.05915156695702269,0.001
121,0.05678767265350211,0.05916474843029553,0.001
122,0.05652822882813566,0.05772701269971466,0.001
123,0.05589515533225209,0.05701673264565025,0.001
124,0.05517239328108582,0.05718791069504312,0.001
125,0.05524405647142261,0.0570815036361393,0.001
126,0.05482834782086167,0.056894499796575425,0.001
127,0.054388931057616774,0.05585723927434469,0.001
128,0.05467140265539581,0.05557112518223813,0.001
129,0.05380144949052848,0.055795379125973564,0.001
130,0.05354670216055477,0.054766723286853926,0.001
131,0.05348921318848928,0.055558803394418564,0.001
132,0.05369573721990866,0.05442766805871065,0.001
133,0.0528674362336888,0.0548538189978479,0.001
134,0.05228217479352858,0.05332858161777026,0.001
135,0.051815143475929894,0.05437682113602585,0.001
136,0.05171271691135332,0.05310523799045085,0.001
137,0.051365465510125254,0.052106446546336095,0.001
138,0.05076034462042883,0.05226580758135002,0.001
139,0.050634426229140335,0.05221695787744209,0.001
140,0.05085445480311618,0.052747480984326994,0.001
141,0.050275985297619126,0.051055261857542715,0.001
142,0.05016024549509965,0.05278055027063567,0.001
143,0.049772545914439595,0.05129315009514767,0.001
144,0.04926522382918526,0.051313122738192614,0.001
145,0.04943783668910756,0.051718617715532815,0.001
146,0.049607508176682046,0.050758592812304,0.001
147,0.04887571543747304,0.04972980120754283,0.001
148,0.04847505725189751,0.05052983676494067,0.001
149,0.04796125652158961,0.04988727718270725,0.001
150,0.04839949821140252,0.05030785218307345,0.001
151,0.047974686996609554,0.049593355385802965,0.001
152,0.04720155668317103,0.049591476737348796,0.001
153,0.047560616889420676,0.049848760659574505,0.001
154,0.04801109951792979,0.04861131018977534,0.001
155,0.04698474135468988,0.048916127200028206,0.001
156,0.046373178853708154,0.04893434762907308,0.001
157,0.0458137208924574,0.04760102100830079,0.001
158,0.04561006073273864,0.04760230318021438,0.001
159,0.0455372218115657,0.04729298013871203,0.001
160,0.04523161491926979,0.047482916998567735,0.001
161,0.04503913647403904,0.04704425066218689,0.001
162,0.045285880857822945,0.04674377243040127,0.001
163,0.045808274737175775,0.04938230022028102,0.001
164,0.04587272897947068,0.04640741502053182,0.001
165,0.044315624032534806,0.0459126822022576,0.001
166,0.044161101693616193,0.04622649236425718,0.001
167,0.04404757069606407,0.047964513413940146,0.001
168,0.043997981676868365,0.046630491953260814,0.001
169,0.043591305759607575,0.04564983678665203,0.001
170,0.043690385771732704,0.04518386140368459,0.001
171,0.043608043123694026,0.04456324529799125,0.001
172,0.04354737801294701,0.04524399755678709,0.001
173,0.04311249149488468,0.04586938840941098,0.001
174,0.0426716051411395,0.04407064881500795,0.001
175,0.04236981586790552,0.04511625830127416,0.001
176,0.04201247141349549,0.04407747709991507,0.001
177,0.04183212485091359,0.0441507807270403,0.001
178,0.0421069953955856,0.04543292396340633,0.001
179,0.04191702633511787,0.04412390302949284,0.001
180,0.04160744609201655,0.04330460489528034,0.001
181,0.04117521117715275,0.04357134902291006,0.001
182,0.04137995904859375,0.04397461826490527,0.001
183,0.04126344467787182,0.04342441473046468,0.001
184,0.04095343171673663,0.04329562347405639,0.001
185,0.040492407027997224,0.042173237197352206,0.001
186,0.040670889046262294,0.04306815587988777,0.001
187,0.04126662432270892,0.04257936551329961,0.001
188,0.04048100654401031,0.04367641990905404,0.001
189,0.0403087385290978,0.0419253763774934,0.001
190,0.040418756212673934,0.04189082286205357,0.001
191,0.039553584640516955,0.04152657827466423,0.001
192,0.03956934510200631,0.0418610844931368,0.001
193,0.03960615352672689,0.041101651015802966,0.001
194,0.03920911172149228,0.042207451939136435,0.001
195,0.03909782846184338,0.04079876227516238,0.001
196,0.03877711471389322,0.0406130768530794,0.001
197,0.039374478380469716,0.040185934671683465,0.001
198,0.03897924692023034,0.04116536113047302,0.001
199,0.038847973606750075,0.04060088376300956,0.001
200,0.0385364060308419,0.03951758935019973,0.001
201,0.038351282915648294,0.039812353458238865,0.001
202,0.038009739316561646,0.03948639844298169,0.001
203,0.03814177857894523,0.04006171441572571,0.001
204,0.03824974384670164,0.03959193196951697,0.001
205,0.037895169109106064,0.03985687213399188,0.001
206,0.03772049525058737,0.039969529782640977,0.001
207,0.038097241053394244,0.040529734883691354,0.001
208,0.038084446434296815,0.03934527544291952,0.001
209,0.03730149764348479,0.0397556779510688,0.001
210,0.03697164024354196,0.038246350074460665,0.001
211,0.037341910469181394,0.03909176828782072,0.001
212,0.0370627422543133,0.038168136535955126,0.001
213,0.03679951192701564,0.03971791055385424,0.001
214,0.0373327441002224,0.040268953474205865,0.001
215,0.03730390038268239,0.03788149169670183,0.001
216,0.036279362644634994,0.038105399100421086,0.001
217,0.036265607558044734,0.03809721853575286,0.001
218,0.03586854982902022,0.037298532910875856,0.001
219,0.03659906114141146,0.04015589009419972,0.001
220,0.0363594795412877,0.037888898794715895,0.001
221,0.03571391419744959,0.03695865086876588,0.001
222,0.03579030872560015,0.037389540400864785,0.001
223,0.03503170642344391,0.03811432467549807,0.001
224,0.0351019892476353,0.03760331515940638,0.001
225,0.035126077924288956,0.036088490706030596,0.001
226,0.03510543988908038,0.03741815300203995,0.001
227,0.03539739622204911,0.036911898746858886,0.001
228,0.034816469011061335,0.03657150558583419,0.001
229,0.03483138514646128,0.036709657543126724,0.001
230,0.03491231346247243,0.03617365203698318,0.001
231,0.03463194946594098,0.03566215378235849,0.001
232,0.03410881085723054,0.03610747867252219,0.001
233,0.034317576089033894,0.035986563163720994,0.001
234,0.034199543881650064,0.036160235057763356,0.001
235,0.034302344947469,0.03546667914422443,0.001
236,0.03455796848763438,0.03626240845466579,0.001
237,0.03483558245295403,0.03748252006450033,0.001
238,0.03392399087840436,0.035353803960447516,0.001
239,0.033543707474189645,0.035016835933562855,0.001
240,0.033549330909462535,0.0363098787081547,0.001
241,0.033459104816703236,0.03497560048575793,0.001
242,0.03326282781713149,0.03502335720625653,0.001
243,0.03390594118950414,0.03482425520245628,0.001
244,0.03329826515240997,0.03671988897287542,0.001
245,0.032997591165350934,0.03434770488086616,0.001
246,0.03293932368065797,0.03550484996629361,0.001
247,0.03316976827587567,0.03444155846005284,0.001
248,0.03307681731587531,0.0335521629225166,0.001
249,0.032949738934928294,0.03420298249413322,0.001
250,0.032400360988343466,0.0338919125661527,0.001
251,0.03266649065064449,0.03442055393616137,0.001
252,0.03278670854428235,0.03352395066221812,0.001
253,0.03216529429397162,0.034953251045284774,0.001
254,0.03214549653086008,0.03303403050076769,0.001
255,0.03182385785176473,0.03428492630159507,0.001
256,0.03238856259222124,0.03389657671058826,0.001
257,0.03189787900477063,0.03355828077554047,0.001
258,0.03155354593022197,0.03397716849234499,0.001
259,0.03141611043875124,0.0327551763692508,0.001
260,0.03178441557375824,0.033189061580389825,0.001
261,0.031313377633398656,0.03324187757225094,0.001
262,0.03147624827483121,0.032608407115671215,0.001
263,0.031298201385081985,0.03308882878802384,0.001
264,0.0308797791892407,0.032673693799810964,0.001
265,0.03169411022727396,0.032575624180331116,0.001
266,0.030888283186975646,0.031991293398123254,0.001
267,0.030629167515857546,0.0321971732884439,0.001
268,0.030415445821834544,0.03156250412240276,0.001
269,0.030472152044667918,0.03211981778686704,0.001
270,0.030990923261817765,0.03154747556139145,0.001
271,0.03070093497780024,0.032987928572317145,0.001
272,0.030495015904307365,0.03262836294682681,0.001
273,0.030695705838939723,0.03169748122156166,0.001
274,0.029966511708848616,0.03183629485396223,0.001
275,0.030157656828854598,0.03198765530062863,0.001
276,0.03000495323509562,0.03207891062087218,0.001
277,0.029689771324103952,0.032915177530536764,0.001
278,0.02980469032099434,0.03256234806392074,0.001
279,0.02978648712822035,0.031501898109176134,0.001
280,0.029471213107599932,0.030781273716859403,0.001
281,0.029160345594088238,0.03111972594003805,0.001
282,0.029160477367101933,0.030955304847297853,0.001
283,0.02935292089686674,0.030365147214308448,0.001
284,0.02895962370230871,0.030776870645192335,0.001
285,0.02893291132561132,0.030046523354077752,0.001
286,0.029337847057510826,0.031535534554359854,0.001
287,0.028834564100001372,0.030430179850858496,0.001
288,0.028739406562903348,0.02987755201298962,0.001
289,0.02843603575784786,0.031178687316542903,0.001
290,0.028653326170409426,0.030227077523750753,0.001
291,0.02884809702050452,0.0296777657505042,0.001
292,0.02865501997225425,0.029632404649797276,0.001
293,0.028406090413530666,0.03119146740901311,0.001
294,0.028368725569224824,0.030493795166352748,0.001
295,0.02815895191594666,0.03086207729489333,0.001
296,0.02864213054086648,0.028992590495534078,0.001
297,0.028244674461437205,0.03000914030332319,0.001
298,0.02774061854271328,0.029393699584428133,0.001
299,0.0277274546450844,0.029468134200898475,0.001
300,0.027629479838936936,0.028783630641557454,0.001
301,0.027490118299336994,0.02928231920063462,0.001
302,0.028043750381352855,0.02968277455237394,0.001
303,0.02769770162800948,0.03482211494620998,0.001
304,0.02852804790817055,0.02909615665203132,0.001
305,0.027380220847679118,0.028987650331739966,0.001
306,0.027299860163646585,0.029263464244672095,0.001
307,0.027323847453968198,0.02869934248843076,0.001
308,0.02745011072678893,0.02925336445913,0.001
309,0.02730000548649068,0.0289694431610103,0.001
310,0.02741099488647545,0.02917489717671683,0.001
311,0.026884184018069624,0.028128773523357884,0.001
312,0.027033844414879295,0.028080855765190073,0.001
313,0.02691284256676833,0.028285539516483563,0.001
314,0.026650045541863815,0.028208587155830918,0.001
315,0.026585774715332425,0.029235514071884666,0.001
316,0.026534618006325235,0.027710444996119313,0.001
317,0.026459203448657896,0.027657358889911283,0.001
318,0.02626411949156546,0.0277450281859894,0.001
319,0.02618982485842471,0.027701183461013544,0.001
320,0.026653447900624835,0.02903536297167359,0.001
321,0.026484023414406123,0.027376411992099937,0.001
322,0.02585471235215664,0.0276856060734021,0.001
323,0.026233595047219126,0.02818883155782524,0.001
324,0.02670880027261435,0.029335552754368426,0.001
325,0.02593049005258317,0.02678157663045704,0.001
326,0.02645508123233038,0.027584645972576767,0.001
327,0.026254149701665428,0.027541444788938427,0.001
328,0.02559008843758527,0.026899531947320896,0.001
329,0.02585374479930775,0.027531271970571893,0.001
330,0.02584584634385857,0.027476238588697494,0.001
331,0.025658353323153422,0.027064754934567607,0.001
332,0.025112566958163298,0.026538172973969286,0.001
333,0.02499545022260909,0.026383319301221172,0.001
334,0.02501174573804818,0.026357172928143397,0.001
335,0.025576264980961296,0.029031889867862783,0.001
336,0.02547087914803449,0.027222817885220737,0.001
337,0.02530553199204744,0.027396314508039473,0.001
338,0.025241097216220462,0.026722478624174654,0.001
339,0.02520912955058556,0.026644857401518302,0.001
340,0.025054865060191528,0.025888196894884877,0.001
341,0.024703361751402125,0.02553766393116748,0.001
342,0.02468644425857301,0.02739256985294703,0.001
343,0.024787841985623043,0.02633764229856342,0.001
344,0.024705375526465623,0.026192183619072586,0.001
345,0.024494196123936596,0.02624234550312775,0.001
346,0.024408071320138724,0.025729622057964256,0.001
347,0.024432001306730157,0.025570865616690714,0.001
348,0.024519512648968136,0.02728186083320129,0.001
349,0.024241025650910304,0.025211258004066598,0.001
350,0.024110605903700285,0.025734968985140702,0.001
351,0.02411111586672418,0.026452290663489426,0.001
352,0.02430521463062249,0.025566539271165343,0.001
353,0.023891568293466288,0.025419151737165604,0.001
354,0.023904721563061077,0.02506425534784705,0.001
355,0.023999237291076603,0.02556469158988889,0.001
356,0.023940741869748806,0.02550916408221077,0.001
357,0.02358764139752762,0.024851187164673185,0.001
358,0.023578645953652905,0.024807669270993402,0.001
359,0.023534329571560316,0.02499867006077161,0.001
360,0.023484983864952538,0.02564006063612001,0.001
361,0.024257809617647938,0.025743183725400163,0.001
362,0.023804100266858644,0.024425425870877895,0.001
363,0.023356254413431764,0.025706917801520995,0.001
364,0.02357935642494875,0.02449570924614479,0.001
365,0.023188632492925607,0.024405862618188726,0.001
366,0.023539702681934133,0.025289262714972453,0.001
367,0.02339553175603642,0.025077120629806944,0.001
368,0.02297140519116439,0.025978824259594722,0.001
369,0.023681575688076953,0.02492957193123345,0.001
370,0.02301261121151494,0.024041051818523604,0.001
371,0.022802092573221994,0.024339872150334313,0.001
372,0.022673053338247186,0.02435915491484733,0.001
373,0.02266857886285174,0.024230606456459386,0.001
374,0.022806552183978698,0.024116020698186618,0.001
375,0.023045942004696996,0.024248319344853265,0.001
376,0.022867193080338778,0.02380424134985576,0.001
377,0.022726195700028363,0.024472009622798264,0.001
378,0.02258163087946527,0.023900478386984045,0.001
379,0.022287494922969855,0.023641965237223027,0.001
380,0.022625937583107575,0.023665468723918063,0.001
381,0.022768617114600015,0.02415724075869213,0.001
382,0.02268447365392657,0.024928710513310946,0.001
383,0.022898321971297264,0.023934271580512763,0.001
384,0.02200890832818022,0.02414556840709898,0.001
385,0.022179453140672517,0.02424689878847228,0.001
386,0.022075876228365245,0.023817270231030866,0.001
387,0.02222932992028255,0.024059354591828657,0.001
388,0.02208220297653301,0.0232238866134248,0.001
389,0.021898654746074303,0.023778396287175207,0.001
390,0.022432665322341172,0.02326089562735564,0.001
391,0.021976415506180597,0.02289748064558608,0.001
392,0.021894550170092023,0.02290909652144747,0.001
393,0.021882927410450635,0.023033216918095897,0.001
394,0.02182540403423356,0.02334492763995524,0.001
395,0.02199360870701425,0.02291906811982076,0.001
396,0.021901028449921048,0.02358079858539782,0.001
397,0.022180503599491773,0.02357180434607423,0.001
398,0.021795691082290576,0.02358310901471223,0.001
399,0.021525272149957864,0.02300169273016447,0.001
400,0.02175539385016058,0.02274727875840045,0.001
401,0.02138799706510469,0.02264649512500986,0.001
402,0.02149427934166263,0.022553423286456098,0.001
403,0.021123937860715623,0.022263201498193642,0.001
404,0.021700688765621652,0.023085491701086057,0.001
405,0.02145237680159363,0.023237778251192522,0.001
406,0.021102439867807368,0.022443774220372786,0.001
407,0.02130094532142667,0.02263435094380318,0.001
408,0.02127004067833517,0.022253883874242143,0.001
409,0.021132597188447035,0.022093637522513584,0.001
410,0.021019121303277856,0.022999662210055095,0.001
411,0.021269118048104586,0.022443120187683536,0.001
412,0.021012209501920964,0.022108104515115978,0.001
413,0.020757748434940975,0.022150554225595854,0.001
414,0.020935768517209033,0.02374565318825784,0.001
415,0.021979157173750447,0.022496807438494824,0.001
416,0.020947623924881805,0.022588793507199695,0.001
417,0.021391329921635928,0.021907921728272245,0.001
418,0.020866702438569536,0.021939869501598076,0.001
419,0.020780803343536807,0.022681426630325265,0.001
420,0.020707085071241155,0.021722264071743092,0.001
421,0.020502841976635596,0.02253200858633889,0.001
422,0.02057542659196199,0.021881656183186212,0.001
423,0.020697260019825955,0.021833174278521453,0.001
424,0.020544136600459322,0.021634247944558413,0.001
425,0.0202341733463839,0.021590128509019705,0.001
426,0.02051574864662161,0.022340814558097888,0.001
427,0.020422575812713773,0.021393742709961847,0.001
428,0.020359643241938424,0.021566421061662382,0.001
429,0.020283409047360514,0.021553550776355044,0.001
430,0.020713549436015243,0.02185716123696401,0.001
431,0.020110715911084532,0.021375522099942208,0.001
432,0.019887955128854395,0.0232868935428561,0.001
433,0.0203689043136204,0.022590577018971228,0.001
434,0.020487682236468092,0.021357619349511782,0.001
435,0.01987524290441298,0.022012188615862,0.001
436,0.019923688953413683,0.020924229081896027,0.001
437,0.020523624713806546,0.02175201342469257,0.001
438,0.019933137531374014,0.021050614409123262,0.001
439,0.019680023741196182,0.02089369371269215,0.001
440,0.019650408523339852,0.02100319996104348,0.001
441,0.01968214766798066,0.021477959246829912,0.001
442,0.019805393601749457,0.02111361454113734,0.001
443,0.02008657577429332,0.022103335495308497,0.001
444,0.020422379285389303,0.02215827302882254,0.001
445,0.020104143184189703,0.02122326952791018,0.001
446,0.01961516267528721,0.021391732114483135,0.001
447,0.019556877367636737,0.021236382307308895,0.001
448,0.019161818439469618,0.020855658346780367,0.001
449,0.019415988203357246,0.020891944821171557,0.001
450,0.019191669008018924,0.020725124567780695,0.001
451,0.019307291317804186,0.021383248506948456,0.001
452,0.019382443534685115,0.020329660222388114,0.001
453,0.0192333422601223,0.021106318624095587,0.001
454,0.019498686324439796,0.0205111882675317,0.001
455,0.01985177883476603,0.02138435419661354,0.001
456,0.01974877295102559,0.02177831348769114,0.001
457,0.01942977535666204,0.020526875350912573,0.001
458,0.019215129279330664,0.020776438612883332,0.001
459,0.019158932435161927,0.020487046157420582,0.001
460,0.01944786507417174,0.021583764667955717,0.001
461,0.019048475678644927,0.02023606345602634,0.001
462,0.019627039923387414,0.020804378712684302,0.001
463,0.019053114066813506,0.020118056294829337,0.001
464,0.018988842747228986,0.020664596158904838,0.001
465,0.019026118604575887,0.02060292957539302,0.001
466,0.018835508428952274,0.019935615394067806,0.001
467,0.018952414722127074,0.02063680443594619,0.001
468,0.019174818826072356,0.020962662789073785,0.001
469,0.01865479116346322,0.019938492229347907,0.001
470,0.018973286866265184,0.02081704640167665,0.001
471,0.018617342280990937,0.02027834052830499,0.001
472,0.01865948455444738,0.020910779647209395,0.001
473,0.019198196374026,0.020022061915978263,0.001
474,0.01858897390318852,0.020350960741870053,0.001
475,0.019236610617999937,0.020623840212019056,0.001
476,0.0186375656037354,0.02048995630415592,0.001
477,0.018751262559318076,0.019918929651919298,0.001
478,0.018784548612494095,0.020680376608724026,0.001
479,0.01858654567131809,0.019943675651623412,0.001
480,0.01842725298860494,0.020021091888628734,0.001
481,0.018205872061205844,0.019190535346311443,0.001
482,0.018231724918473,0.01975076661685646,0.001
483,0.018586268758072573,0.019184052052518445,0.001
484,0.018376371184108304,0.020683237097760643,0.001
485,0.01842387177634473,0.021317443800928714,0.001
486,0.018920861842001185,0.020174914025814384,0.001
487,0.0182470631803952,0.02040167603689029,0.001
488,0.0187150244692377,0.01986890056840815,0.001
489,0.018391442612982263,0.02100365685098004,0.001
490,0.01824344588699294,0.019642713614904127,0.001
491,0.01907248382328772,0.020157235460655547,0.001
492,0.01832178618539782,0.019701459058759644,0.001
493,0.01826841537566746,0.019810069695573824,0.001
494,0.018200274593397684,0.019759278652120047,0.0005
495,0.017168843625661206,0.018281415601867676,0.0005
496,0.017055366316116323,0.018499761685034262,0.0005
497,0.017057941240422866,0.01856965675708586,0.0005
498,0.01700973459610752,0.01834360647582548,0.0005
499,0.01686706364739175,0.01825863323703546,0.0005
500,0.0168998811540066,0.01891573858329943,0.0005
501,0.0170336654957603,0.018348701187010198,0.0005
502,0.01714912115358839,0.01898485706175903,0.0005
503,0.017030598413126142,0.018536152017709296,0.0005
504,0.016850042321226177,0.018286232614060354,0.0005
505,0.016932234149791447,0.018333962114398385,0.0005
506,0.016861862685604422,0.01847885224931037,0.0005
507,0.016894617446643466,0.018536680791786643,0.0005
508,0.017070582793915972,0.01840173153842278,0.0005
509,0.017104884207833047,0.018514980296093414,0.0005
510,0.01690451630993801,0.018377140194620067,0.00025
511,0.016474372250776664,0.017983700564071208,0.00025
512,0.016383524436284515,0.01809443070823872,0.00025
513,0.016455266076852295,0.017878275710291776,0.00025
514,0.016409909370921405,0.018030785343526083,0.00025
515,0.016451089734248088,0.01796790162087747,0.00025
516,0.016383714170432558,0.017985616653563113,0.00025
517,0.016424325532188602,0.017883543732716216,0.00025
518,0.016414268508407416,0.01794189176005473,0.00025
519,0.01637584518860368,0.017849109699139123,0.00025
520,0.016402228424946468,0.01808681280412387,0.00025
521,0.01639186704129565,0.017762283271687024,0.00025
522,0.01634522664415486,0.017949442524135432,0.00025
523,0.01634078785119688,0.017826383724242313,0.00025
524,0.016397496009720305,0.018086323118127474,0.00025
525,0.016471170929863173,0.017967491936592007,0.00025
526,0.016372054066582053,0.017792439318023816,0.00025
527,0.01631533778181263,0.017912477983704544,0.00025
528,0.016414198750520453,0.01779532614049402,0.00025
529,0.01629492503536098,0.017865721860600974,0.00025
530,0.016338920659002137,0.017860169525828234,0.00025
531,0.016343181934572903,0.017847814386679723,0.00025
532,0.016317574416889864,0.018064157807629874,0.000125
533,0.016134083800602193,0.01774258000736236,0.000125
534,0.016047667346748652,0.017682456631868564,0.000125
535,0.016096921491564487,0.017610967637385344,0.000125
536,0.01609445186149256,0.017605935053258387,0.000125
537,0.016000962761395118,0.01770694981451264,0.000125
538,0.01601688894351908,0.01762727256825423,0.000125
539,0.01607976978023847,0.017578773450370684,0.000125
540,0.016082414334603383,0.017739830282414163,0.000125
541,0.016067161717835593,0.017517885968173542,0.000125
542,0.016026976353981915,0.017670074630805582,0.000125
543,0.01603786974195756,0.017590084511763367,0.000125
544,0.01604206639104614,0.017605259040035483,0.000125
545,0.016010910564777898,0.017548287497895033,0.000125
546,0.01605504955731186,0.01765438959369876,0.000125
547,0.016055677560906784,0.01778227197457609,0.000125
548,0.016028498609860737,0.01757470761678954,0.000125
549,0.016014197731719297,0.017630448925293484,0.000125
550,0.01602055455612786,0.017601299312232477,0.000125
551,0.01595596488857386,0.01759371418454923,0.000125
552,0.016031763242448076,0.017602807462993638,6.25e-05
553,0.015887197034031738,0.017493146463562505,6.25e-05
554,0.015871714691028875,0.017452437267421936,6.25e-05
555,0.015908419629376308,0.01751581006043177,6.25e-05
556,0.015880682998720336,0.017433023933934404,6.25e-05
557,0.01588194063115938,0.017496924569112633,6.25e-05
558,0.01584986723302042,0.017445754497462152,6.25e-05
559,0.015847783992249592,0.017463265085445902,6.25e-05
560,0.015842382613496454,0.017496537546176544,6.25e-05
561,0.01582217273101503,0.01755489032058445,6.25e-05
562,0.015845456818009123,0.017436665619815498,6.25e-05
563,0.0158461961055211,0.017436031869385766,6.25e-05
564,0.015826536725987408,0.017420132527661836,6.25e-05
565,0.015834910320300682,0.017441363245941092,6.25e-05
566,0.01583896128132063,0.017420223600806656,6.25e-05
567,0.015804082556974654,0.017422339638407055,6.25e-05
568,0.01585883577810783,0.017393491411293448,6.25e-05
569,0.01582903822190037,0.017416395079093296,6.25e-05
570,0.01586839266340522,0.0173738028308615,6.25e-05
571,0.01584458303656064,0.017427174532659784,6.25e-05
572,0.015834128593697268,0.017437568121726223,6.25e-05
573,0.015825464755442796,0.017371378256835192,6.25e-05
574,0.015803642150964223,0.01740999399882905,6.25e-05
575,0.015825918291275408,0.017436001293044418,6.25e-05
576,0.015851607345336794,0.0173702761633338,6.25e-05
