epoch,loss_total,loss_data,loss_cont,loss_mom,val_score,val_data,val_cont,val_mom,norm_data,norm_cont,norm_mom,lr
1,8.502338961058973,2.2197985833182052,83647.7625612745,8957.838819316788,6.787303046084188,1.7556745548958088,40408.45534109173,8426.812461198979,10.986104340561692,0.146933807980461,0.831268400755404,0.001
2,3.9484977955911673,1.6210787833905687,30924.66551776961,8068.997941559436,5.91786070059369,1.530135756628917,23761.684544326494,7891.921600059648,9.574799059810493,0.0864025799713736,0.7785037435655953,0.001
3,2.9914213722827387,1.4740957559323777,20127.20561427696,7785.139275045956,5.460634632426986,1.410265600175267,19062.47746401699,7701.4774971709885,8.82471354854818,0.06931525542579832,0.7597172610645917,0.001
4,2.5319473603192497,1.3550593432258158,15590.749061734068,7581.795716528799,5.1056766794771,1.317813549055337,14532.215048596096,7470.699554238068,8.24619637560734,0.05284224990678634,0.7369520206566931,0.001
5,2.2448695944804773,1.2756251283720428,12825.167049632353,7356.889830346201,4.8544348333673595,1.2521491240573364,12165.508030711251,7319.438623821925,7.835302327801403,0.044236395721653166,0.7220307877109309,0.001
6,2.041986727247051,1.2150795903860354,10929.233340992647,7214.601667815564,4.688896814439863,1.2091075760803793,10620.275422565457,7176.746223226971,7.565970556867238,0.03861759863045243,0.7079548029671526,0.001
7,1.8709376045301849,1.1450592945603764,9584.047411151962,7074.70662913603,4.4574575064489625,1.1483124398203917,9370.843034980335,7061.387133878865,7.18554600239135,0.034074394566541745,0.6965751305042205,0.001
8,1.7254233220044304,1.0925136255282981,8345.702253753063,6981.993949142156,4.1136573207807565,1.0569613917224643,8736.692705356107,7043.018080111198,6.6139183375573865,0.031768487993839904,0.6947631032377841,0.001
9,1.610648512840271,1.0346257838548398,7587.868460860906,6932.563907398897,3.994120536836179,1.0254867855326992,7798.319173274167,7008.385865256963,6.416966512565329,0.028356360625618915,0.6913467858592909,0.001
10,1.52869353574865,0.9921436438373491,7061.959587545956,6902.898006663603,3.845509335725543,0.986131201350721,7309.643489673945,6983.262256948327,6.170699598802014,0.02657943105845928,0.6888684511632137,0.001
11,1.4445103056290571,0.9547654659140343,6438.254356234681,6875.736433440564,3.6605806862566634,0.9371186884290897,6666.22930376469,6960.77063219259,5.8640046139891115,0.024239839117953767,0.686649750198029,0.001
12,1.374273281471402,0.9179253005513958,5993.729233685662,6818.263748468137,3.5372453129995454,0.9044380379500571,6297.142587703901,6942.129094721352,5.659505986906493,0.022897760678972544,0.6848108435992778,0.001
13,1.3126100956224929,0.8936693785237331,5495.094554227941,6808.604540058211,3.430359048408869,0.8762672958291224,5878.984110431397,6900.799775966977,5.483228036401019,0.021377246794283676,0.6807338860470064,0.001
14,1.2691193608676685,0.8633999754400814,5318.914225260417,6800.80260033701,3.36004364854526,0.8577412954163519,5972.203063610894,6858.856268361718,5.36730189679819,0.021716210896004413,0.676596341435727,0.001
15,1.2174467315860824,0.8418068254695219,4918.715959137561,6736.1910711550245,3.220237978030794,0.8204831814645049,5447.428361776845,6882.232126741289,5.134159868131141,0.019808017558213625,0.6789022682023358,0.001
16,1.166119000490974,0.8138800999697517,4606.779943129595,6730.3837794883575,3.149826642180927,0.8021722427201239,4928.517875378367,6817.0632619271555,5.019579473343029,0.017921147765148637,0.6724736431104013,0.001
17,1.12991068760554,0.7951827423245299,4373.545778760723,6711.999961703431,3.1091652485754433,0.7916459794957338,4875.613823347847,6761.198192464589,4.953711556207196,0.017728777288305988,0.6669627969673236,0.001
