epoch,loss_data,loss_val,lr
1,0.8213613033294678,0.7325009033639431,0.001
2,0.6922936972818876,0.6892742928743766,0.001
3,0.6504144354870445,0.6471392553800001,0.001
4,0.6124004690270675,0.6113092304342653,0.001
5,0.5771288965877733,0.5812653605050792,0.001
6,0.5531842426249856,0.5570370104822727,0.001
7,0.5313630229548404,0.5359863748558947,0.001
8,0.5119390503356331,0.517826684617015,0.001
9,0.49174419829719945,0.5002545941651063,0.001
10,0.47427396868404587,0.48546428323823093,0.001
11,0.45973549704802663,0.47239321266127005,0.001
12,0.45110260969714117,0.461241240997487,0.001
13,0.4396318432531859,0.451680305428623,0.001
14,0.4306752430765252,0.44326643013660255,0.001
15,0.42100368832287033,0.4345191637597936,0.001
16,0.4123762438171788,0.4257726766341651,0.001
17,0.4044944377321946,0.41684694373532977,0.001
18,0.3967534287979728,0.4066004037726695,0.001
19,0.3839391767978668,0.3950055806433447,0.001
20,0.37284105545596075,0.3814044584306195,0.001
21,0.3585638607803144,0.37044167022651037,0.001
22,0.34709926812272324,0.35188814617255676,0.001
23,0.3315989186889247,0.3354867565097386,0.001
24,0.3136220903773057,0.32022532374214874,0.001
25,0.30215312932666977,0.30831444040363026,0.001
26,0.28909499864829213,0.29523415314664136,0.001
27,0.2791827807300969,0.2878981207904148,0.001
28,0.27101512566993113,0.2761497103305185,0.001
29,0.2615378169636977,0.26949733601186254,0.001
30,0.25452511247835663,0.2617985063980299,0.001
31,0.24916766897628181,0.25783599322791934,0.001
32,0.2462388841729415,0.2519770077794408,0.001
33,0.23867935020672648,0.24631722139748086,0.001
34,0.23153777891083768,0.24361522366718763,0.001
35,0.22946504150566302,0.23869742288813697,0.001
36,0.22422703316337184,0.23108476992629493,0.001
37,0.21814336117945218,0.22772373452090827,0.001
38,0.21550083944672033,0.22622273625489886,0.001
39,0.21480107307434082,0.2265101855176144,0.001
40,0.21086960325115606,0.2186260859787802,0.001
41,0.20664036744519285,0.2147580552425853,0.001
42,0.20603823975512855,0.2099959362197887,0.001
43,0.20096588919037267,0.2201795362877507,0.001
44,0.20248597311346153,0.20717183281951307,0.001
45,0.1929644824642884,0.20165614417123326,0.001
46,0.18915169803719772,0.19740433015765532,0.001
47,0.18760508220446737,0.19435240497929474,0.001
48,0.18417222797870636,0.19235497467180573,0.001
49,0.180352121591568,0.18798777689183846,0.001
50,0.1787802694659484,0.1860697784128975,0.001
51,0.1772341892907494,0.18246645678083992,0.001
52,0.1781141138390491,0.18115074152927035,0.001
53,0.1751185788920051,0.17867129152593111,0.001
54,0.169388127170111,0.17571940113576368,0.001
55,0.16925028829198135,0.17475491684240876,0.001
56,0.16609051745188863,0.1725354120098273,0.001
57,0.16510144032930074,0.16872810851402958,0.001
58,0.16287442335956975,0.16752098019429545,0.001
59,0.15899303869197243,0.16649310784556068,0.001
60,0.16102487005685506,0.16643591320399725,0.001
61,0.16013342534240924,0.16139565727466357,0.001
62,0.155301969302328,0.16484511977920643,0.001
63,0.15344369176187014,0.16323560762504943,0.001
64,0.15314460349710365,0.1605525268885236,0.001
65,0.15088444516847008,0.15541889527017286,0.001
66,0.14833068612374758,0.15430299610785383,0.001
67,0.14935754866976486,0.15248336016284458,0.001
68,0.14708503061219266,0.15113500494501417,0.001
69,0.14926815621162715,0.1510543385258559,0.001
70,0.14342627909622693,0.14682817021507974,0.001
71,0.13867344158260445,0.14504607636135253,0.001
72,0.13713600133594714,0.14398571242097713,0.001
73,0.13647528580929102,0.14284772384781785,0.001
74,0.13816063929545253,0.15165498482682072,0.001
75,0.13545298066578412,0.1387904941893463,0.001
76,0.13234377887688184,0.13883179921269098,0.001
77,0.13193263231139435,0.13778917287746806,0.001
78,0.1308942813622324,0.13667565226578574,0.001
79,0.12983523858220955,0.13497769659290093,0.001
80,0.12880115681572965,0.13295091339472642,0.001
81,0.12615921662042015,0.13147102193396754,0.001
82,0.12359918771605742,0.13084777910864157,0.001
83,0.12575203258740275,0.12913505671832323,0.001
84,0.1241771947396429,0.12794795803609432,0.001
85,0.12169847009997618,0.12728375100463743,0.001
86,0.12198887334058159,0.1278189110736959,0.001
87,0.11886866508345854,0.1249583421928862,0.001
88,0.11785877888139926,0.12624855876229654,0.001
89,0.1220459741981406,0.12326879440428593,0.001
90,0.11545822416481219,0.12163271236276281,0.001
91,0.11424083301895543,0.12035048158769165,0.001
92,0.11327256693651802,0.12029968336623047,0.001
93,0.11302803417569712,0.11823920383405018,0.001
94,0.11375942198853743,0.1252739923957186,0.001
95,0.11165047280098263,0.11641910700185812,0.001
96,0.11222861707210541,0.11624839488768367,0.001
97,0.11002291660559804,0.1162499436159259,0.001
98,0.10864289026511342,0.11374531985395814,0.001
99,0.10877084888909992,0.11493264793911183,0.001
100,0.10617281378884065,0.11225801017622385,0.001
101,0.10670091094155061,0.11167923058640093,0.001
102,0.10423964418862995,0.1102615601811545,0.001
103,0.10282307784808309,0.10850489563378558,0.001
104,0.10418634547999031,0.1109131885067892,0.001
105,0.10174266052873511,0.11045991643953659,0.001
106,0.10083908666121333,0.1060596127413011,0.001
107,0.1003713290158071,0.11396310019296377,0.001
108,0.1026560158321732,0.10471798569180285,0.001
109,0.09835347886148252,0.10281990960911427,0.001
110,0.09695939053046077,0.10597617694303854,0.001
111,0.09849642177945689,0.1049558337767113,0.001
112,0.09611234029656962,0.10030476418892756,0.001
113,0.09529555941882886,0.10192556899825696,0.001
