epoch,loss_data,loss_val,lr
1,5.753490803288479,5.701182491148775,0.001
2,5.423830107146618,5.389959322891491,0.001
3,5.095493354049384,5.115373283919936,0.001
4,4.876763727150712,4.965125739884534,0.001
5,4.727848436318192,4.819128602977206,0.001
6,4.582766486149208,4.668548849541763,0.001
7,4.434939664952895,4.494007232834901,0.001
8,4.247969028996486,4.294385604894425,0.001
9,4.044124238631305,4.1022606201594085,0.001
10,3.8438823784098908,3.8477580285741513,0.001
11,3.638255362417184,3.6797910049341898,0.001
12,3.4321040826685287,3.417100604076558,0.001
13,3.2454694158890667,3.266495323964899,0.001
14,3.0527550145691515,3.03848148733017,0.001
15,2.880031552969241,2.837628731327984,0.001
16,2.699927853602989,2.6418764316984715,0.001
17,2.529477965598013,2.553276603373665,0.001
18,2.376025739838095,2.3502057500841067,0.001
19,2.2356523579242182,2.240749192063249,0.001
20,2.1239634705524817,2.1164779935343097,0.001
21,1.9924096219679888,1.9740529936548294,0.001
22,1.9046824025172813,1.9421980013630715,0.001
23,1.8148521512162452,1.7929639058846754,0.001
24,1.7227055792715036,1.7106670861484856,0.001
25,1.6579846167096906,1.6405045151153512,0.001
26,1.587534701122957,1.5786113835717897,0.001
27,1.5429895905887379,1.5276391146635486,0.001
28,1.4853233449599321,1.4942639437055842,0.001
29,1.4281542558296054,1.4617699725642832,0.001
30,1.387194874239903,1.4164235238649383,0.001
31,1.3679051445979697,1.3661381078571497,0.001
32,1.320231601303699,1.3407942166672742,0.001
33,1.3018874584459792,1.3214203007838976,0.001
34,1.2446743927749933,1.2616860121355247,0.001
35,1.2309010800193338,1.27240470337671,0.001
36,1.2449017576142853,1.222908927340605,0.001
37,1.168881496962379,1.2061637896731727,0.001
38,1.1483086522887735,1.1685391638472291,0.001
39,1.1402943893974902,1.1400106558882068,0.001
40,1.1099202527719385,1.1553623313501191,0.001
41,1.0943446393106497,1.1207608866297345,0.001
42,1.0744169518059374,1.0910865328328274,0.001
43,1.060663591412937,1.0716906941252675,0.001
44,1.0513738089916753,1.1231667496051403,0.001
45,1.0190688172976177,1.0225326198783677,0.001
46,1.0241201882268869,1.0960121370868536,0.001
47,1.0184800846903932,1.08717873859908,0.001
48,0.9930981374254414,1.0168255132105122,0.001
49,0.9503608509606006,1.0129191007015896,0.001
50,0.9537899482483957,0.9838109950672922,0.001
51,0.9337245541460374,0.951985038669532,0.001
52,0.9316345324703291,0.9554920865088068,0.001
53,0.9242598250800488,0.9584806277421122,0.001
54,0.9135916209688374,0.931166780916578,0.001
55,0.8894058243901122,0.9107699537307244,0.001
56,0.8793474587739682,0.9150593872473562,0.001
57,0.8735589092853022,0.922343629750508,0.001
58,0.8566397498635685,0.878550424614361,0.001
59,0.8458852253708184,0.972136983507397,0.001
60,0.8551161908635906,0.8531871548458071,0.001
61,0.8133861235543793,0.8584920762330032,0.001
62,0.818089507374109,0.8287937767475544,0.001
63,0.8050563031551885,0.8667169991886458,0.001
64,0.8112946327994851,0.8240837634871904,0.001
65,0.7935803813092849,0.8165569520081181,0.001
66,0.7851239945374283,0.808182978889208,0.001
67,0.78615363555796,0.7999551140116852,0.001
