epoch,loss_data,loss_val,lr
1,0.7770475180525529,0.7188444714480312,0.001
2,0.6771002160875421,0.6718171557750602,0.001
3,0.631413271552638,0.6264911475600157,0.001
4,0.5892303993827418,0.5872804581236087,0.001
5,0.5518522372371272,0.5535467921982395,0.001
6,0.5254539878744828,0.5280386083689464,0.001
7,0.5026593867101168,0.5077423155692927,0.001
8,0.48490116157029806,0.4934683040129592,0.001
9,0.46854131472738164,0.48058273639329585,0.001
10,0.45502591289972005,0.4702290596622088,0.001
11,0.4442025172083001,0.4599850739087887,0.001
12,0.4386621494042246,0.4523554529403287,0.001
13,0.4292827279944169,0.44258997879477235,0.001
14,0.42122476508742884,0.4342979563699943,0.001
15,0.4118075496272037,0.4253941959006991,0.001
16,0.40352239420539454,0.4167422586945514,0.001
17,0.39652734210616664,0.40798409526254964,0.001
18,0.38825120894532456,0.39947806835139005,0.001
19,0.37778859546310023,0.38952934762416863,0.001
20,0.36844316281770406,0.3790601435872833,0.001
21,0.35738176264260946,0.37189972873520505,0.001
22,0.3505482610903288,0.3590152675375003,0.001
23,0.3397906281446156,0.3459065115313156,0.001
24,0.32448278602800873,0.3332773549281315,0.001
25,0.3134605021853196,0.3218215844606071,0.001
26,0.3017873450329429,0.3084803892569699,0.001
27,0.29015141960821655,0.2979686901570315,0.001
28,0.28059055616981105,0.28787235534502814,0.001
29,0.26978405996372823,0.2792980605570646,0.001
30,0.2607780216555846,0.26919193127210056,0.001
31,0.254403807614979,0.2649563503011769,0.001
32,0.25040209842355626,0.2545941982298678,0.001
33,0.24136779810252942,0.24932214669281072,0.001
34,0.23231573951871773,0.2422788985912766,0.001
35,0.2264461587918432,0.23698354684070488,0.001
36,0.22132405324986107,0.22928963285907977,0.001
37,0.21499941772536227,0.22845044653284607,0.001
38,0.21179909768857455,0.22245460245300921,0.001
39,0.209997642197107,0.22270258611399774,0.001
40,0.20508040723047757,0.21333563693096627,0.001
41,0.2000365696455303,0.20749345851390116,0.001
42,0.19822919133462405,0.20364261446504947,0.001
43,0.1946335866263038,0.22213362077498652,0.001
44,0.19782590944516032,0.2027681155065642,0.001
45,0.18689627866995961,0.19456411875767363,0.001
46,0.18155813923007563,0.18988240538741785,0.001
47,0.1793491879576131,0.18541914044489313,0.001
48,0.175657730353506,0.18313421827920306,0.001
49,0.17224074272732987,0.17995692840662067,0.001
50,0.17063013581853165,0.17780601620105285,0.001
51,0.1681094616651535,0.17618442613060045,0.001
52,0.17040042814455533,0.1748541916432349,0.001
53,0.16617926170951441,0.1707954055592914,0.001
54,0.16089437352983574,0.16803208784265894,0.001
55,0.16099793424731806,0.1668902204286532,0.001
56,0.15892008888094047,0.16523925702452646,0.001
57,0.15687099883430883,0.16180242125053437,0.001
58,0.15512872448093012,0.1615677633962452,0.001
59,0.15163306735063853,0.15979231876091615,0.001
60,0.15510981490737513,0.16102775641304917,0.001
61,0.1520758957455033,0.15519981781760153,0.001
62,0.14839072917637072,0.15979842815404857,0.001
63,0.14789386956315292,0.1557309940666218,0.001
64,0.14729443153268412,0.15202664332013444,0.001
65,0.14345496736074748,0.15143771230943373,0.001
66,0.14235367625951767,0.1500786786726946,0.001
67,0.14221034395067314,0.14649876369990558,0.001
68,0.13923564435620056,0.14670585750798745,0.001
69,0.1432343278276293,0.14622392519554475,0.001
70,0.13856957303850273,0.14269038787453653,0.001
71,0.13309077996956675,0.13974677732147484,0.001
72,0.13159053223697761,0.1386061004389943,0.001
73,0.13089527621081,0.13866795933214615,0.001
74,0.13324637828688873,0.14611939987376404,0.001
75,0.13154961011911692,0.13513717336485906,0.001
76,0.1275731395733984,0.13442432649306954,0.001
77,0.1266340550623442,0.13251677397551528,0.001
78,0.12484501929659593,0.13107192565804862,0.001
79,0.12446215944854837,0.13227156637759957,0.001
80,0.12382691980976808,0.1279704319025226,0.001
81,0.1215129004497277,0.12757438853514907,0.001
82,0.11906094064838008,0.12711568801738904,0.001
83,0.1219572240584775,0.12596204199910888,0.001
84,0.12030481272622158,0.12468243722224025,0.001
85,0.11757405690456692,0.123657104825983,0.001
86,0.11712382537753958,0.12147817177414147,0.001
87,0.11560815023748498,0.12193369737426595,0.001
88,0.11488726225338484,0.12033459570846591,0.001
89,0.11560155765006416,0.11897783248487814,0.001
90,0.11061662631599527,0.11740737045980944,0.001
91,0.11042218302425585,0.11619539769983561,0.001
92,0.1092460728005359,0.1168464313537395,0.001
93,0.10910391336993168,0.11540664671867928,0.001
94,0.10929785629636363,0.11887388451161732,0.001
95,0.10749209907494094,0.11255498403926435,0.001
96,0.10933478607943184,0.11206083718914317,0.001
97,0.10554588350810502,0.11179781347314695,0.001
