epoch,loss_total,loss_data,loss_cont,loss_mom
74,0.1040157001269491,0.07874747248072374,815.3245721114309,1711.4982460423519
75,0.10305688490993098,0.07794601627086338,809.7374396073191,1701.3494616056744
76,0.10188501328229904,0.07691451593449242,798.4807546515214,1698.5689697265625
77,0.10157173597498943,0.07671528270370082,797.2926924856085,1688.3526868318256
78,0.10122579453807128,0.07648021453305294,784.3778718647204,1690.1801179584704
79,0.10056261835913909,0.07589174846285268,786.6907316509046,1680.3963109066613
80,0.09945083409547806,0.0750496511004473,772.4959170692846,1667.6225778680098
81,0.09876796289494164,0.07455793297604511,762.7106772974918,1658.2923391241777
82,0.09788726505480315,0.07378572029502768,758.5590338456003,1651.5954782586348
83,0.09797598696068714,0.07399456477478931,749.8390599300986,1648.3032740542762
84,0.09733670283305018,0.07341641344522175,747.5038741262335,1644.5251272101152
85,0.09668766354259692,0.0729747524386958,736.3350123355264,1634.9561703330592
86,0.09626237381445735,0.07250878606971942,743.0165405273438,1632.3422337582238
87,0.09452169153251146,0.0712711269918241,714.0968724300986,1610.9597232216283
88,0.09472282230854034,0.0713701712849893,718.3979010331003,1616.8672003495067
89,0.09398457917727922,0.07081127813772152,712.775345651727,1604.5547902960527
90,0.09300332634072554,0.07002327708821547,698.1716019479852,1599.8332905016448
91,0.0928023579089265,0.06983635613792821,700.6030883789062,1595.9971795333058
92,0.09240201978307021,0.06959370366836849,693.481111225329,1587.3506887335527
93,0.09178175816410467,0.06911343473352884,684.9249363949424,1581.9076698704769
94,0.09132211773019087,0.06869789252155706,688.9680754009046,1573.4544934724506
95,0.09088842688422454,0.0684584792899458,676.5962909899259,1566.3985402960527
96,0.08993530116583172,0.06771432922074669,667.4355436626233,1554.6616981907894
97,0.0896150540364416,0.06738304366406642,669.2013742547286,1553.9996723375823
98,0.08954408647198427,0.06726049298518583,677.2058523077714,1551.153654399671
99,0.08927769958972931,0.06715507373998039,664.3184236225329,1547.944271689967
100,0.08836290083433453,0.0663952635307061,658.6120926706415,1538.1516563013981
101,0.08829928503224724,0.06632805556843155,660.4145443564967,1536.7084768194902
102,0.08727742849211943,0.0654336876775089,654.6565455386514,1529.7176899157073
103,0.08752083699954183,0.06578273032056658,650.0506174187911,1523.7601768092106
104,0.08622004327021147,0.06459034861702669,645.1204673365543,1517.8489604749177
105,0.086311647374379,0.06493001078304492,629.0266627261514,1509.1370014391448
106,0.08522325362029828,0.06396366714646942,624.4257491262335,1501.533023231908
107,0.08449806272983551,0.06327030631272416,625.7563315943668,1497.0193192331415
108,0.084721429567588,0.06349327532868636,630.4877672697369,1492.3277395148027
109,0.08339475879543706,0.062463976638881785,612.0977365594161,1480.980558696546
110,0.08338379703069988,0.06255181388635385,605.600296823602,1477.5981381064967
111,0.0827573875063344,0.0619718646140475,606.9254214638158,1471.6269210012335
112,0.08294049336722023,0.062220696163804906,602.4536261307566,1469.5260780736019
113,0.08193039854890422,0.06131855692518385,598.2479601408306,1462.936279296875
114,0.08107534678358781,0.060640763491392136,586.7180786132812,1456.7402022512335
115,0.0813122266217282,0.060821517321624254,594.1745059364721,1454.8964394017269
116,0.08059457807164443,0.06022228026076367,588.6889230828536,1448.5407843338817
117,0.08035931108813536,0.06010003917311367,585.7776264391447,1440.1495489823192
118,0.08050862072329772,0.06035507882111951,575.6271715666119,1439.7271600020558
119,0.07977053954413063,0.05969950184226036,572.0592121325041,1435.0446648848683
120,0.07888993895367573,0.05891854943413483,573.183444374486,1423.9556820518092
121,0.07854163019280684,0.05871521759974329,561.0969945004111,1421.5443115234375
122,0.07873874824298055,0.05886823997685784,571.2006675318668,1415.8501554790296
123,0.07813875690886848,0.0584771607659365,558.7968541195518,1407.3627672697369
124,0.07756600176033221,0.05794063700657142,554.2696758069491,1408.2668392783717
125,0.07718193923172198,0.05775028427964762,550.0885604055304,1393.0770263671875
126,0.07678696081826561,0.057395830162261664,546.3886702688117,1392.7244102076481
127,0.07653688404120897,0.05723487919098452,542.1864607961554,1388.0140573601973
128,0.07659606086580377,0.05734960911305327,540.6200240285773,1384.0252878289473
129,0.07617901206800812,0.05705826004084788,534.8595484683389,1377.2157624897204
130,0.07533936084885347,0.05620168718068223,538.9703706440173,1374.7971127158717
131,0.07494323700666428,0.055956367599336726,530.5882359554893,1368.0986777857731
132,0.07471779028051778,0.05579968051690804,529.9718917043585,1361.8391691509046
133,0.07456224313692043,0.05565678563557173,528.9762300190173,1361.569580078125
134,0.07407978177070618,0.05528508028701732,523.0863904451069,1356.3838019120067
135,0.07376458064505928,0.05507576563640645,519.6307132118627,1349.250886615954
136,0.07419706645764802,0.05544946636808546,524.5322378058182,1350.2277510793585
137,0.07315706853803836,0.054608768146289025,516.4823849326685,1338.347836143092
138,0.07256651199177692,0.05416334165554298,507.49912623355266,1332.817935341283
139,0.0719861576431676,0.053675926437503414,506.49953581157484,1324.523591694079
140,0.07179497986247665,0.053522260761574694,503.40811639083057,1323.8638209292762
141,0.07178001380280445,0.053539991770920003,506.7560328433388,1317.2461708470394
142,0.07225611903949787,0.053926688079771246,509.87153545178865,1323.0716359991777
143,0.07121237877168153,0.05311338054506402,499.7086663497122,1310.1911171361019
144,0.07092763601165068,0.05289007821365407,496.2128199527138,1307.5429494757402
145,0.07023917981668522,0.052356249407718054,486.17612015573604,1302.1169176603619
146,0.06994600358762239,0.05213855363820728,486.3082387823808,1294.4368189761512
147,0.07007924153616554,0.052302464058524685,486.7429761384663,1290.9348851254113
148,0.06919661752487484,0.05153724629628031,481.36398154810854,1284.5731329666942
149,0.06883733307844714,0.051235539152434,475.24888209292766,1284.9306126644738
150,0.0687955504185275,0.05129851832201606,474.4856326454564,1275.2177220394738
151,0.06872195358339109,0.05114820599555969,477.79543746145146,1279.5793264288652
152,0.06832293930806611,0.050934879795501105,467.54736006887333,1271.2586541426808
153,0.06826722719951679,0.050854860755958055,475.4215874922903,1265.8151020250823
154,0.06750492379069328,0.05012463150840057,474.6372584292763,1263.3919934724506
155,0.06763332278320663,0.05038416915033993,462.6554806357936,1262.2598941200658
156,0.0673990829994804,0.05012751880444979,468.3534754702919,1258.8029528166119
157,0.06740635574648254,0.05021809159140838,470.0085931075247,1248.8179481907894
158,0.06711113217629884,0.04995986152636377,463.7933976022821,1251.3337595086348
159,0.06609086908007923,0.04916064598058399,449.2162668328536,1243.8061908922698
160,0.06654843119414229,0.04954324858753305,456.17752557051807,1244.3409680818256
161,0.06596817703623521,0.04912461026718742,446.72245065789474,1237.6342644942433
162,0.06510684854890171,0.04828989721442524,449.49614354183797,1232.1990966796875
163,0.06560250567762475,0.04871001643569846,454.47079307154604,1234.7780568976152
164,0.06489148206616703,0.048153178864403776,446.622359426398,1227.2079885382402
165,0.06473188357133615,0.048128258044782435,442.87521201685854,1217.4873496607731
166,0.06473231943030107,0.04818582632823994,440.98570813630755,1213.6636898643092
167,0.06491714990452717,0.04835701439725725,441.38159019068667,1214.632015830592
168,0.0638257916036405,0.047305805510596224,439.63197728207234,1212.3667249177631
169,0.06413033741869424,0.04759507959610537,444.6995592619243,1208.8262168482731
170,0.0639536094508673,0.04758620242539205,436.20503154553865,1200.535824424342
171,0.06347051753025305,0.04709330397216897,435.3993771201686,1202.3220150596217
172,0.06288812113435645,0.04672450513431901,424.3358796772204,1192.0258275082238
173,0.06260738894343376,0.04640080446475431,431.4675068102385,1189.1909950657894
174,0.06295107403083851,0.04673167533780399,429.8414868806538,1192.0984272203948
175,0.062405552715063095,0.04629951127265629,423.8794427168997,1186.7247956928454
176,0.06182337552309036,0.045858642772624365,416.2569178531044,1180.2164178145558
177,0.06170927968464399,0.045828907897597866,413.24718274568255,1174.7901097347863
178,0.061817143896692676,0.0458703882207996,418.9624248303865,1175.7131668893915
179,0.06110966205596924,0.045344532124306024,409.0556383634868,1167.4573717619244
180,0.06105990845121836,0.045312059749113884,411.9922099866365,1162.7927117598683
181,0.061022937886024774,0.045309923589229584,407.3322320235403,1163.9692318564967
182,0.06080366671085358,0.04515774057883965,406.3305150082237,1158.2621363589637
183,0.06045277867662279,0.0448650031497604,403.1341263620477,1155.6434583162006
184,0.06032169551441544,0.04471881922922636,407.1049917120683,1153.1826493112665
185,0.060182666896205196,0.044654392294193566,402.7981262207031,1150.0293097245067
186,0.05967085239918608,0.04421572367611684,400.26023784436677,1145.2527112458881
187,0.05970386102011329,0.04419433286315516,406.37353836862667,1144.5793714021381
188,0.05925610132123295,0.04382497013399476,403.1103403191817,1140.0028718647204
189,0.0588159494494137,0.043529184437111804,392.26902369449016,1136.4074578536183
190,0.05878032979212309,0.043523083195874564,390.97687891909953,1134.7477834601152
191,0.05889083758780831,0.04364618855087381,391.9825439453125,1132.4823833264802
192,0.05863309063409504,0.04334237446126185,396.7706587942023,1132.3009996916119
193,0.058413861221388766,0.04323337874130199,393.3967686703331,1124.6515149568256
194,0.05814211227391895,0.043004243977760016,386.97281686883224,1126.814029091283
195,0.05790235827627935,0.0429088747815082,382.7355700041118,1116.6128315172698
196,0.058363676267234904,0.04317391154013182,398.06922671669406,1120.9072522615131
197,0.057592113551340605,0.042630214440195185,378.6414586117393,1117.548503674959
198,0.056964100975739326,0.042001160940057354,384.6385016190378,1111.6555432771381
199,0.05751033970399907,0.04258688931402407,382.0248461271587,1110.3201840049342
200,0.057033182759034004,0.04212402179837227,379.6275201094778,1111.2885292454769
201,0.056541938334703445,0.04181432586751486,373.34720009251646,1099.4141010485198
202,0.05657135557971502,0.0418718910138858,370.0737449244449,1099.8728059467517
203,0.05641264115509234,0.04166663653756443,375.07161672491776,1099.528888903166
204,0.05605632321614968,0.04145164297599541,366.76208817331417,1093.7059261924342
205,0.05564277991652489,0.04113069843304785,366.0975277549342,1085.1106567382812
206,0.055719749511856785,0.04109174915050205,371.82936337119656,1090.9706838507402
207,0.055527128867412866,0.04089479403276192,374.9660355417352,1088.2674817537006
208,0.05563268634049516,0.04111171062839659,365.58115748355266,1086.5163766961348
209,0.055340046161099485,0.04083915662608648,364.0235113846628,1086.0654425370067
210,0.05546217039227486,0.04088440929588519,373.2376002261513,1084.5385677939967
211,0.054830753881680336,0.04049642129163993,359.99232884457234,1073.4409565172698
212,0.05473578446789792,0.04037101096228549,360.74713777240953,1075.730214972245
213,0.05475944300231181,0.04046250330774408,355.60786036441203,1074.0861623663652
214,0.05434244694678407,0.040171829689490166,350.4879567999589,1066.5738075657894
215,0.053918332841835524,0.039776577957366645,352.82143843801396,1061.3540745785363
216,0.053966859649670754,0.039870750551161016,347.475197239926,1062.1357935855262
217,0.0537570065965778,0.039673413689199244,348.612015573602,1059.7472662674754
218,0.05357847715678968,0.03955446928739548,349.36200754266036,1053.0388022974919
219,0.05303532904700229,0.0390546800274598,342.9618658768503,1055.1030530427631
220,0.05279555524650373,0.038859747546283824,346.75983469109786,1046.8209292763158
221,0.0528214546410661,0.038908324547504126,342.20220144171464,1049.1108141447369
222,0.053195828866017494,0.039179712533950806,348.5941049676192,1053.0176712839227
223,0.053030797917591896,0.039088076078578046,347.2949299059416,1046.9773463199012
224,0.05238785359420275,0.03858531364484837,338.00175556383635,1042.2522583007812
225,0.052220800009212996,0.03846829227711025,334.08649484734786,1041.1642648797285
226,0.05229250969071137,0.038603210135510095,335.59006861636516,1033.3399465460527
227,0.05235360719655689,0.03859311655948037,339.0476780941612,1037.0014391447369
228,0.05176141211076787,0.03806701204494426,331.9718579744038,1037.4682103207238
229,0.05165030885683863,0.038063217346605505,329.4426638954564,1029.2664602179277
230,0.0513392196674096,0.03775444842482868,327.5625931589227,1030.9144736842106
231,0.051373443517245744,0.03785725535922929,329.23590890984786,1022.3829634817023
232,0.051673640349977894,0.03807162905209943,334.2858035438939,1025.9152767783717
233,0.050965252871576106,0.037526057935074755,321.13514789782073,1022.7844302528783
234,0.05095991394237468,0.03755967711147509,320.05362420333057,1019.9700638620477
235,0.05072725172105588,0.03739524985614576,317.87605205335115,1015.3241255910773
236,0.05053698957750672,0.03716166062574638,323.2760491622122,1014.2569033974096
237,0.050638346491675625,0.03728301979993519,322.4602259585732,1013.0724776418585
238,0.050230901688337326,0.0369531709308687,320.03520282946135,1007.7378764905428
239,0.050173393989864146,0.03693520748301556,317.2719614129317,1006.5467015316611
240,0.04984813497254723,0.03663646880733339,313.9961724532278,1007.1704487047697
241,0.04968543585978056,0.03654351850089274,311.09277183131167,1003.0990568462171
242,0.04961134375710236,0.03648414305950466,310.07152999074833,1002.6485338712994
243,0.04941107783662645,0.036361242595471834,306.87247507195724,998.1110936215049
244,0.04938021890426937,0.03631035709067395,309.77047568873354,997.2158203125
245,0.04942661229717104,0.036291762598251044,316.2099320261102,997.2750404759457
246,0.049263990239093176,0.03622639826253841,309.29930114746094,994.4599673622533
247,0.04872074487962221,0.03586680559735549,300.8060752467105,984.5879195363898
248,0.04865092333210142,0.03580217151657531,298.6103258634868,986.2648508172286
249,0.04864949360489845,0.035734069582663085,305.15817581979854,986.3842484323602
250,0.049147879606799075,0.03611715098744944,313.3403577302632,989.7325696443256
251,0.04848021445305724,0.035696188183991534,297.07955129523026,981.3230655067846
252,0.04848233179042214,0.03567300403588697,302.0537751850329,978.8791022049753
253,0.04793550956406092,0.03522925676875993,296.6317484002364,973.9935752467105
254,0.0478291764463249,0.035154961441692556,294.8493989643298,972.5720696700247
255,0.047975142143274606,0.03528296927872457,293.1448267886513,976.0724712171053
256,0.04722903531632925,0.03464782845817114,287.35701711554276,970.7636204769736
257,0.04716766076652627,0.03459679982379863,289.11965299907484,967.9664724249589
258,0.047419019631649316,0.0348670012072513,289.0287178441098,966.1731695877878
259,0.04732528662211016,0.034729344280142536,293.3889674136513,966.2053319027549
260,0.04709407079376673,0.03457718773892051,286.9019542493318,964.786421926398
261,0.04684486436216455,0.03435930590096273,287.2210629111842,961.3347392835116
262,0.04682781900230207,0.034400037538848426,281.75425077739516,961.0239514802631
263,0.04689083836580578,0.03440048476975215,290.1441939504523,958.8912192896793
264,0.04643293881886884,0.03404401791723151,285.6041147332442,953.2880152652139
265,0.046186942018960654,0.033885194086714795,280.8923508493524,949.2824867650082
266,0.04626704085814325,0.03398167234110205,279.55824922260484,948.9785766601562
267,0.04594320901914647,0.033727276678148066,274.0820208097759,947.5112497430099
268,0.0461524722999648,0.03390696223237013,277.9182980186061,946.6327514648438
269,0.045605050105797615,0.03340648673474789,275.5147448087993,944.341642680921
270,0.04592882273228545,0.03373535683280543,278.06402989437703,941.2825734991776
271,0.045765829517653116,0.03354840706053533,281.41080274079974,940.3315012078536
272,0.046179154201557764,0.03385949938705093,283.92052258943255,948.0450310958059
273,0.045559330010100416,0.033440293842240384,273.410445363898,938.4931319387335
274,0.045021865516901016,0.03303402946575692,264.8607571250514,933.9228515625
275,0.04525972059682796,0.03325860506217731,269.535475078382,930.5761108398438
276,0.04480463266372681,0.03281112407383166,270.4670297723067,928.8838822214227
277,0.04474027631314177,0.03282828060419936,262.1808479710629,929.0188084652549
278,0.04472845831983968,0.03284442944354132,264.03815580669203,924.3647525185033
279,0.044849862393579985,0.03289192738501649,268.72504063656453,927.0685071443256
280,0.0447401998466567,0.03290259465575218,263.90405193128083,919.8565320466694
281,0.044622198923637994,0.03279987046200978,265.365069740697,916.8678428248355
282,0.04478570897328226,0.032880414179281184,264.7884433144017,925.7410503186678
283,0.04457943710057359,0.032731131503456516,266.6895952726665,918.1410554584704
284,0.044025253504514694,0.03232134662960705,257.4223175048828,912.9684062756991
285,0.04370517518959547,0.032058496420320715,254.7069131951583,909.9609728361431
286,0.043738969454639835,0.032122956588864326,256.4965900621916,905.1046560187089
287,0.04363049507925385,0.03199716314281288,255.46691011127672,907.8663169459293
288,0.04357621956028437,0.03198696976821674,253.63175562808388,905.2932096782483
289,0.04385629551191079,0.03222628457373694,258.06883480674344,904.9322252775494
290,0.04415450676491386,0.03240547152726274,265.72583088121917,909.1777664987665
291,0.0434247755298489,0.0318031070851966,259.79287318179485,902.3739591899671
292,0.043395011832839565,0.03180567116329545,258.9403421502364,899.9936908922697
293,0.04320681546079485,0.03167553344055226,253.9136593467311,899.214599609375
294,0.042672414724764074,0.03127205960060421,247.95478178325453,892.0807495117188
295,0.043082524679209054,0.03159208429094992,254.55992768940172,894.4842143811678
296,0.04272537658873357,0.031348633530892824,249.31972222579154,888.3545789216694
297,0.042797057840384935,0.0313668276526426,253.3792933413857,889.6437185187089
298,0.04259156063199043,0.03124284459964225,247.1870759662829,887.6845542506168
299,0.042625019620907936,0.031248156177370173,250.415821276213,887.2705238743832
300,0.0426348324276899,0.03122134261617535,254.48542625025698,886.8636249743009
